Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,371.83
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,362.29
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,361.91
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,361.53
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,360.77
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,359.24
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,358.48
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,358.86
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,358.1
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,358.86
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,358.1
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,357.33
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,357.71
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,361.91
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,362.29
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,361.53
16.0,11 Aug 18:00,11 Aug 2021,18:00:02,361.91
17.0,12 Aug 10:59,12 Aug 2021,10:59:37,376.03
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,377.55
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,392.05
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,391.28
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,392.05
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,390.9
23.0,16 Aug 18:19,16 Aug 2021,18:19:53,392.05
24.0,16 Aug 19:20,16 Aug 2021,19:20:17,391.28
25.0,19 Aug 21:09,19 Aug 2021,21:09:25,390.9
26.0,19 Aug 22:09,19 Aug 2021,22:09:52,389.76
27.0,23 Aug 15:16,23 Aug 2021,15:16:38,384.04
28.0,23 Aug 18:03,23 Aug 2021,18:03:46,383.27
29.0,28 Aug 10:21,28 Aug 2021,10:21:18,400.06
30.0,28 Aug 11:35,28 Aug 2021,11:35:06,399.68
31.0,28 Aug 12:45,28 Aug 2021,12:45:39,400.06
32.0,28 Aug 15:26,28 Aug 2021,15:26:51,398.15
33.0,28 Aug 18:00,28 Aug 2021,18:00:08,397.77
34.0,28 Aug 19:18,28 Aug 2021,19:18:38,397.01
,03 Sep 02:17,03 Sep 2021,02:17:33,353.14
,03 09 10:54,03 Sep 2021,10:54:46,350.85
,10 Sep 17:38,10 Sep 2021,17:38:26,349.7
,10 Sep 23:30,10 Sep 2021,23:30:16,348.94
,12 Sep 17:30,12 Sep 2021,17:30:03,336.35
,12 Sep 22:00,12 Sep 2021,22:00:04,332.54
